,Name,Price,Vendor,VendorLink
0,"HP ChromeBook 14 G4 - Intel Celeron 02GB 16GB SSD 14"" HD 720p LED ChromeOS With Default Set of HP App (Black, Used)","Rs. 16,999",Paklap,https://www.paklap.pk/hp-chromebook-14-g4-laptop-price-in-pakistan.html
1,"HP ProBook MT31 Mobile Thin Client - Intel Celeron 04GB to 16GB 128GB SSD to 1-TB SSD + Optional HDD 13.3"" HD 720p Display (Open Box)","Rs. 46,500",Paklap,https://www.paklap.pk/hp-probook-mt31-intel-celeron-laptop-price-pakistan.html
2,"HP Chromebook x360 11 G3 EE - Intel Celeron N4020 04GB 32GB eMMC 11.6"" HD IPS eDP Brightview Touchscreen Convertible Display Dual WebCam ChromeOS (Chalkboard Gray, Open Box)","Rs. 48,500",Paklap,https://www.paklap.pk/hpchromebookx360-11-g3.html
3,"Lenovo Ideapad 330 - Intel Celeron (4MB Cache) 04GB 1TB HDD 15.6"" HD 720p Antiglare LED USB-C (Colors Available, 3 Years Lenovo Direct Local Warranty)","Rs. 52,999",Paklap,https://www.paklap.pk/lenovo-ideapad-330-celeron-laptop-pakistan-3yr.html
4,"HP Engage Go Mobile Tablet PC - 7th Gen Intel Core M3 7Y30 04 GB RAM 128 GB SSD 12.3"" Full HD 1080p IPS Touchscreen Display Webcam (Tablet Only With BuiltIn BarCore Scanner, Open Box)","Rs. 54,500",Paklap,https://www.paklap.pk/hpengagego.html
5,"HP ChromeBook x360 14b CA0000TU - Intel Pentium Celeron N5000 QuadCore 08GB 64GB 14"" Full HD IPS x360 Touchscreen Convertible WIFI Bluetooth Card Reader HD Webcam B&O Play Dual Sound Backlit KB ChromeOS (White, Open Box)","Rs. 54,900",Paklap,https://www.paklap.pk/hp-chromebook-x360-15-ca0000tu-pakistan.html
6,"Dell Vostro 14 3401 Thin Business Laptop Ice Lake - 10th Gen Core i3 04GB to 32GB 1-TB HDD + Optional SSD 14"" HD 720p Narrow Border Display TPM (Accent Black, Dell Direct Local Warranty)","Rs. 67,500",Paklap,https://www.paklap.pk/dell-vostro-14-3401-core-i3-10th-gen-laptop-pakistan.html
7,"HP ChromeBook x2 12 F009tu - 7th Gen Core i5 08GB 64GB eMMC 12.3"" 2K IPS Detachable Touchscreen Display B&O Play ChromeOS (Ceramic Top, Cloud Blue Keyboard Base, Open Box)","Rs. 68,000",Paklap,https://www.paklap.pk/hp-chromebook-x2-12-f009tu.html
8,"Viper P40 Notebook - 10th Generation Intel Core i3 1005G1 Processor 1.2GHz / 3.40GHz 14"" HD LCD 4GB DDR4 2667MHz 256GB SSD US Chocolate 2 fingers multi-gesture function Water resistance (100cc) Dos Black Color (01 Year Local Warranty)","Rs. 69,799",Paklap,https://www.paklap.pk/viper-p40-notebook-10th-gen-core-i3-laptop-pakistan.html
9,"Lenovo V15 15 Ice Lake - 10th Gen Core i3 04GB 1-TB HDD 15.6"" Full HD 1080p LED (Iron Grey. With Lenovo Carry Case, Lenovo Direct Local Warranty)","Rs. 72,500",Paklap,https://www.paklap.pk/lenovo-v15-15-10th-gen-core-i3-laptop-pakistan-1yr.html
10,"Dell Vostro 15 3500 - Tiger Lake - 11th Gen Core i3 04GB to 32GB 01-TB HDD + Optional SSD 15.6"" HD 720p Display (Accent Black)","Rs. 72,900",Paklap,https://www.paklap.pk/dellvostro153500corei3-int.html
11,"HP ChromeBook x360 14 DA2009TU - 8th Gen Core i5 QuadCore 08GB 64GB eMMC 14"" FHD IPS MicroEdge Touchscreen Convertible Display Backlit KB ChromeOS (Ceramic Top, Cloud Blue Base, Open Box)","Rs. 75,000",Paklap,https://www.paklap.pk/hp-chromebookx360-14-da2009tu.html
12,"Lenovo IdeaPad L3 15 Comet Lake - 10th Gen Core i3 04GB 1-TB HDD 15.6"" HD LED 720p LED (Silver, 3 Years Lenovo Direct Local Warranty)","Rs. 75,000",Paklap,https://www.paklap.pk/lenovo-ideapad-l3-15-core-i3-10th-gen-laptop-pakistan.html
13,"Dell Inspiron 15 3505 - AMD Ryzen 3 3250U 04GB to 32GB 01-TB HDD + Optional SSD 15.6"" Full HD 1080p AG Display W10 (Accent Black, Dell Direct Local Warranty)","Rs. 75,900",Paklap,https://www.paklap.pk/dell-inspiron-3505-amd-ryzen-3-laptop-pakistan.html
14,"Dell Vostro 15 3500 - Tiger Lake - 11th Gen Core i3 04GB to 32GB 01-TB HDD + Optional SSD 15.6"" Full HD 1080p Display TPM (Accent Black, Dell Direct Local Warranty)","Rs. 78,499",Paklap,https://www.paklap.pk/dellvostro153500corei3.html
15,"HP 15s DU3502TU - Tiger Lake - 11th Gen Core i3 04GB TO 32GB 1-TB HDD + Optional SSD 15.6"" HD 720p LED Display W10 (Natural Silver, HP Direct Local Warranty)","Rs. 79,999",Paklap,https://www.paklap.pk/hp15du3502tu.html
16,"HP 15 DW3048ne - Tiger Lake - 11th Gen Core i3 08GB to 32GB 256GB SSD to 1-TB SSD 15.6"" HD 720p Micro-Edge LED (Black)","Rs. 82,900",Paklap,https://www.paklap.pk/hp-15-dw3048ne-core-i3-11th-gen-laptop-pakistan.html
17,"Lenovo ThinkBook 15 G2 - Tiger Lake - 11th Gen Core i3 04GB 256GB SSD Integrated Intel Iris Xe Graphics 15.6"" Full HD 1080p 220nits FP Reader TPM 2.0 Dolby Audio (Mineral Grey)","Rs. 85,000",Paklap,https://www.paklap.pk/lenovo-thinkbook-15-g2-core-i3-11th-generation-laptop-pakistan.html
18,"Lenovo IdeaPad S145 15 Ice Lake - 10th Gen Core i5 04GB 1-TB HDD 15.6"" HD 720p Display (Colors Available, 3 Years Lenovo Direct Local Warranty)","Rs. 89,900",Paklap,https://www.paklap.pk/lenovo-ideapad-s145-core-i5-pakistan.html
19,"HP Elite x2 G4 - Whiskey Lake - 8th Gen Core i5 QuadCore 08GB 256GB SSD 12.3"" Full HD 1080p WUXGA IPS eDP & PSR Touchscreen With HP SureView Privacy Screen Backlit KB FP Reader B&O Play Dual Cameras ThunderBolt (With Detachable Keyboard, Open Box, Silver)","Rs. 94,500",Paklap,https://www.paklap.pk/hp-elite-x2-g4-ci5-detachable-laptop-pakistan.html
20,"Dell Vostro 15 3500 - Tiger Lake - 11th Gen Core i5 08GB to 32GB 01-TB HDD + Optional SSD Intel IRIS Xe Graphics 15.6"" Full HD 1080p Display TPM (Accent Black, Dell Direct Local Warranty)","Rs. 97,500",Paklap,https://www.paklap.pk/dellvostro153500corei5-local.html
21,"HP 15 DW3022NIA - Tiger Lake - 11th Gen Core i5 QuadCore 08GB to 32GB 256GB to 1-TB SSD Intel Iris Xe Graphics 15.6"" HD 720p MicroEdge Display (Jet Black)","Rs. 97,500",Paklap,https://www.paklap.pk/hp15dw3022nia.html
22,"HP Pavilion x360 Laptop 14m DW1501tu Tiger Lake - 11th Gen Core i3 04GB 256GB SSD 14"" HD MicroEdge x360 Convertible Touchscreen B&O Play (Natural Silver, HP Direct Local Warranty)","Rs. 98,500",Paklap,https://www.paklap.pk/hp-pavilion-x360-dw1501tu-11th-gen-ci3-laptop-pakistan.html
23,"HP 15s DU3501TU - Tiger Lake - 11th Gen Core i5 08GB TO 32GB 1-TB HDD + Optional SSD Intel Iris Xe Graphics 15.6"" HD 720p LED Display W10 (Natural Silver, HP Direct Local Warranty)","Rs. 99,999",Paklap,https://www.paklap.pk/hp15du3501tu.html
24,"HP 15 DY1045nr Ice Lake - 10th Gen Core i5 08GB TO 32GB 256GB SSD TO 1-TB SSD 15.6"" HD LED 720p LED Win 10 (Customize, Silver)","Rs. 99,999",Paklap,https://www.paklap.pk/hp-15-dy1045nr-core-i5-10th-gen-laptop-pakistan.html
25,"Lenovo IdeaPad 3 Ice Lake - 10th Gen Core i5 12GB 256GB SSD + Optional HDD 15.6"" HD 720p Touchscreen LED Display W10 (Platinum Grey)","Rs. 101,900",Paklap,https://www.paklap.pk/lenovo-ideapad-3-10th-gen-core-i5-laptop-pakistan.html
26,"HP 15 DW300 - Tiger Lake - 11th Gen Core i5 QuadCore 08GB to 32GB 256GB to 1-TB SSD Intel Iris Xe Graphics 15.6"" HD 720p MicroEdge Display W10 (Jet Black)","Rs. 104,500",Paklap,https://www.paklap.pk/hp-15-dw300-11th-gen-ci5-laptop-pakistan-nontouch.html
27,"Lenovo ThinkPad E14 - Comet Lake - 10th Gen Core i5 QuadCore 04GB 1-TB HDD 14"" Full HD 1080p Display FP Reader TPM 2.0 Dolby Audio (Black)","Rs. 104,900",Paklap,https://www.paklap.pk/lenovo-thinkpad-e14-10th-generation-core-i5-laptop-pakistan.html
28,"Dell Inspiron 15 3501 - Tiger Lake - 11th Gen Core i5 08GB 256GB SSD + Optional HDD Intel Iris-Xe Graphics 15.6"" Full HD 1080p W10 (Black)","Rs. 105,900",Paklap,https://www.paklap.pk/dell-inspiron-15-3501-11th-gen-core-i5-8-256-laptop-pakistan.html
29,"Lenovo ThinkPad E15 - Comet Lake - 10th Gen Core i5 QuadCore 04GB 1-TB HDD 15.6"" Full HD 1080p Display FP Reader TPM 2.0 Dolby Audio (Black)","Rs. 105,900",Paklap,https://www.paklap.pk/lenovo-thinkpad-e15-core-i5-pakistan.html
30,"HP 15 DW300 - Tiger Lake - 11th Gen Core i5 QuadCore 08GB to 32GB 256GB to 1-TB SSD Intel Iris Xe Graphics 15.6"" HD 720p Touchscreen MicroEdge Display W10 (Jet Black)","Rs. 109,499",Paklap,https://www.paklap.pk/hp-15-dw300-11th-gen-ci5-laptop-pakistan.html
31,"Lenovo ThinkBook 15 G2 - Tiger Lake - 11th Gen Core i5 04GB 256GB SSD Integrated Intel Iris Xe Graphics 15.6"" Full HD 1080p 220nits FP Reader TPM 2.0 Dolby Audio (Mineral Grey)","Rs. 110,000",Paklap,https://www.paklap.pk/lenovo-thinkbook-15-g2-core-i5-11th-gen-laptop-pakistan.html
32,"HP EliteBook x360 1030 G4 Notebook PC - Whiskey Lake - 8th Gen Core i5 QuadCore 08GB 256GB SSD 13.3"" Full HD 1080p IPS Convertible Touchscreen Display With HP SureView Privacy Filter B&O Play Backlit KB FP Reader (Open Box)","Rs. 112,000",Paklap,https://www.paklap.pk/hp-elitebook-x360-1030-g4-ci5.html
33,"Lenovo ThinkPad E15 - Comet Lake - 10th Gen Core i5 QuadCore 08GB 1-TB HDD 15.6"" Full HD 1080p Display FP Reader Backlit KB TPM 2.0 Dolby Audio (Black, Lenovo Direct Local Warranty)","Rs. 112,000",Paklap,https://www.paklap.pk/lenovo-thinkpad-e15-core-i5-pakistan-local.html
34,"HP Pavilion 13 AN1044tu - Ice Lake - 10th Gen Core i5 08GB 512GB SSD + 32GB Optane 13.3"" Full HD IPS 250nits Touchscreen Display B&O Play Backlit KB FP Reader W10 (Open Box, Pink Top, Silver Interior)","Rs. 112,900",Paklap,https://www.paklap.pk/hp-pavilion-13-an1044tu-ci5-10th-gen-laptop-pakistan.html
35,"Dell Inspiron 15 3505 - AMD Ryzen 7 3700U 08GB to 32GB 512GB SSD to 1-TB SSD + Optional HDD AMD Radeon Vega-10 15.6"" Full HD 1080p AG Display W10 (Soft Mint Silver, Dell Direct Local Warranty)","Rs. 114,900",Paklap,https://www.paklap.pk/dell-inspiron-3505-amd-ryzen-7-laptop-pakistan.html
36,"Dell Inspiron 15 7500 2 in 1 Ice Lake - 10th Gen Core i5 08GB 256GB SSD 15.6"" Full HD 1080p Narrow Border 60Hz Touchscreen Convertible Display Backlit KB FP Reader (Platinum Silver, Open Box)","Rs. 115,000",Paklap,https://www.paklap.pk/dell-inspiron-15-7000-10th-gen-core-i5-laptop-pakistan.html
37,"Dell Latitude 15 9510 - Comet Lake - 10th Gen Core i5 vPro QuadCore 08GB 512GB SSD 15.6"" Full HD 1080p AG 400 Nits Display Backlit KB W10 Pro ThunderBolt 3 (Silver, Open Box)","Rs. 120,000",Paklap,https://www.paklap.pk/dell-latitude-15-9510-ob.html
38,"HP Elite x2 G4 - Whiskey Lake - 8th Gen Core i7 QuadCore 16GB 512GB SSD 12.3"" Full HD 1080p WUXGA IPS eDP and PSR BrightView Display Backlit KB FP Reader B&O Play Dual Cameras ThunderBolt (With Detachable Keyboard, Open Box, Silver)","Rs. 120,000",Paklap,https://www.paklap.pk/hp-elite-x2-g4-i7.html
39,"HP EliteBook Folio x360 1030 G3 - 8th Gen Ci7 QuadCore 08GB to 16GB 512GB TO 1-TB SSD 13.3 FHD IPS eDP + PSR Touch With Integrated HP SureView Privacy DIsplay Convertible Backlit KB FP Reader Thunderbolt (Customize, Open Box)","Rs. 124,900",Paklap,https://www.paklap.pk/hp-elitebook-folio-x360-1030-g3-laptop-pakistan.html
40,"HP Envy x360 13 AR0114 - AMD Ryzen-5 QuadCore 08GB 512GB SSD AMD Radeon RX Vega 8 Graphics 13.3"" Full HD IPS Convertible Touchscreen Backlit KB B&O Play FP Reader (Ceramic White, Open Box)","Rs. 125,900",Paklap,https://www.paklap.pk/hp-envy-13-x360-ar0114au-laptop-pakistan.html
41,"HP Pavilion 15 EG000 - Tiger Lake - 11th Gen Core i7 08GB to 32GB 128GB to 1TB SSD Intel IRIS Xe Graphics 15.6"" HD 720p LED FP Reader B&O Play W10 (Natural Silver)","Rs. 126,900",Paklap,https://www.paklap.pk/hp-pavilion-15-eg000-11th-gen-core-i7-laptop-pakistan.html
42,"Dell Inspiron 14 5406 2 in 1 - Tiger Lake - 11th Gen Core i5 QuadCore 08GB 256GB SSD 14"" HD 720 Convertible Touchscreen Backlit KB FP Reader W10 (Dune)","Rs. 127,500",Paklap,https://www.paklap.pk/dell-inspiron-14-5406-ci5-11th-gen-laptop-pakistan.html
43,"Dell Inspiron 15 5591 2 in 1 Convertible Laptop - Comet Lake - 10th Gen Core i7 QuadCore 08GB 1-TB HDD 15.6"" Full HD 1080p IPS x360 Touchscreen FP Reader (Silver, Open Box)","Rs. 129,900",Paklap,https://www.paklap.pk/dell-inspiron-15-5591-core-i7-pakistan-ob.html
44,"HP Elite DragonFly - Whiskey Lake - 8th Gen Ci5 QuadCore 08GB 128GB TO 1-TB SSD 13.3 Full HD IPS Touchscreen Convertible Backlit KB FP Reader B&O Play (Blue Magnesium Body, Open Box)","Rs. 130,000",Paklap,https://www.paklap.pk/hpelitedragonfly.html
45,"Lenovo IdeaPad Flex 5 14 2 in 1 - Tiger Lake - 11th Gen Core i5 08GB 256GB SSD Intel Iris-Xe Graphics 14"" Full HD 1080p IPS Touchscreen Convertible Display W10 (Stylus Pen Included, Graphite Grey)","Rs. 130,000",Paklap,https://www.paklap.pk/lenovo-ideapad-flex-5-14-inch-11th-gen-core-i5-laptop-pakistan.html
46,"HP 15 DY2048nr - Tiger Lake - 11th Gen Core i7 QuadCore 08GB 256GB SSD Intel Iris-Xe Graphics 15.6"" HD Microedge Display W10 (Natural Silver)","Rs. 130,900",Paklap,https://www.paklap.pk/hp15dy2048nr.html
47,"HP Pavilion 15 EG0123TX - Tiger Lake - 11th Gen Core i5 QuadCore 08GB 512GB SSD 2-GB NVIDIA GeForce MX450 15.6"" Full HD AG MicroEdge Display B&O Play Backlit KB W10 (Natural Silver, HP Direct Local Warranty)","Rs. 131,999",Paklap,https://www.paklap.pk/hp-pavilion-eg0123tx-11th-gen-ci5-mx450-laptop-pakistan.html
48,"Asus TUF Book FX505GT - 9th Gen Core i5 QuadCore 08GB 01-TB HDD 4-GB NVIDIA GeForce GTX1650 GDDR5 15.6"" Full HD 1080p 60Hz NanoEdge Display RGB Backlit KB W10","Rs. 132,000",Paklap,https://www.paklap.pk/asus-tuf-book-fx505g5-9th-gen-ci5-laptop-pakistan.html
49,"Lenovo ThinkBook 14 - Comet Lake - 10th Gen Core i7 QuadCore 08GB 1-TB HDD 14"" Full HD 1080p Display FP Reader (Mineral Grey, 3 Years Lenovo Direct Local Warranty)","Rs. 132,999",Paklap,https://www.paklap.pk/lenovo-thinkbook-14-ci7-10th-gen-pakistan.html
50,"HP ENVY x360 - 15 DS0000AU - AMD Ryzen-5 QuadCore 08GB 512GB SSD AMD Radeon RX Vega 8 Graphics 15.6"" Full HD IPS MicroEdge Convertible Touchscreen Display Backlit KB B&O Play FPR Webcam Kill Switch (Nightfall Black Sandblasted Anodized Finish, Open Box)","Rs. 133,000",Paklap,https://www.paklap.pk/hp-envy-15-x360-ds0000au-amd-ryzen-5-laptop-pakistan.html
51,"HP Pavilion Gaming 15 DK0056wm / DK0096wm - 9th Gen Ci5 QuadCore 08GB to 32GB 256GB to 1-TB SSD + Optional HDD 4-GB NVIDIA GeForce GTX1650 GDDR5 15.6"" Full HD IPS MicroEdge LED Backlit KB B&O Play W10 (Customize, Shadow Black - Acid Green)","Rs. 133,900",Paklap,https://www.paklap.pk/hp-pavilion-gaming-15-dk0056-ci5-9th-gen-pakistan.html
52,"HP Envy x360 13 AR0003 - AMD Ryzen 7 3700U 16GB 512GB SSD Radeon RX Vega 10 13.3"" Full HD IPS Convertible Touchscreen Backlit KB B&O Play FP Reader (NightFall Black, Open Box)","Rs. 134,900",Paklap,https://www.paklap.pk/hp-envy-13-x360-ar0003-amd-ryzen-7-pakistan.html
53,"HP EliteBook 850 G7 Comet Lake - 10th Gen Core i5 04GB 256GB SSD 15.6"" Full HD AG LED Backlit KB FP Reader (Silver, 3 Years HP Direct Warranty)","Rs. 136,999",Paklap,https://www.paklap.pk/hp-elitebook-850-g7-core-i5-10th-gen-pakistan-4.html
54,"Lenovo ThinkBook 14 - Comet Lake - 10th Gen Core i7 QuadCore 08GB 1-TB HDD 2-GB AMD Radeon R630 GDDR5 14"" Full HD 1080p Display FP Reader (Mineral Grey, 3 Years Lenovo Direct Local Warranty)","Rs. 137,900",Paklap,https://www.paklap.pk/lenovo-thinkbook-14-10th-gen-ci7-laptop-pakistan.html
55,"HP ENVY x360 - 15 DS0001AU - AMD Ryzen-5 QuadCore 16GB 512GB SSD AMD Radeon RX Vega 8 Graphics 15.6"" Full HD IPS MicroEdge Convertible Touchscreen Display Backlit KB B&O Play FPR Webcam Kill Switch (Nightfall Black Sandblasted Anodized Finish, Open Box)","Rs. 137,999",Paklap,https://www.paklap.pk/hp-envy-15-x360-ds0001au-ryzen-5-laptop-pakistan.html
56,"Dell Inspiron 15 3501 - Tiger Lake - 11th Gen Core i7 08GB 512GB SSD 2-GB NVIDIA GeForce MX330 GDDR5 15.6"" Full HD 1080p (Mint, Dell Direct Local Warranty)","Rs. 138,499",Paklap,https://www.paklap.pk/dell-inspiron-15-3501-11th-gen-core-i7-laptop-pakistan.html
57,"HP Pavilion Gaming 15 DK1056wm - 10th Gen Ci5 QuadCore 08GB to 32GB 256GB to 1-TB SSD + Optional HDD 4-GB NVIDIA GeForce GTX1650 GDDR6 15.6"" Full HD IPS MicroEdge LED Backlit KB B&O Play W10 (Customize, Shadow Black - Acid Green)","Rs. 139,900",Paklap,https://www.paklap.pk/hp-pavilion-gaming-15-dk1056-10th-gen-core-i5-laptop-pakistan.html
58,"Dell Vostro 15 3500 - Tiger Lake - 11th Gen Core i7 QuadCore 08GB to 32GB 512GB SSD to 1-TB SSD + Optional HDD 2-GB NVIDIA GeForce MX330 GDDR5 15.6"" Full HD 1080p Display TPM (Accent Black, Dell Direct Local Warranty)","Rs. 139,900",Paklap,https://www.paklap.pk/dellvostro153500corei7-local.html
59,"Dell Latitude 13 5310 Business Laptop - Comet Lake - 10th Gen Core i5 QuadCore 08GB to 32GB 256GB SSD to 1-TB SSD 13.3"" Full HD 1080p Display Backlit KB Thunderbolt 3 W10 Pro (Silver)","Rs. 139,999",Paklap,https://www.paklap.pk/dell-latitude-13-5310-ci5-10th-gen-laptop-pakistan.html
60,"HP ProBook 440 G8 - Tiger Lake - 11th Gen Core i5 08GB 512GB SSD 2-GB NVIDIA GeForce MX450 GDDR5 14"" Full HD 1080p Display Backlit KB FP Reader W10 (HP Direct Local Warranty)","Rs. 141,499",Paklap,https://www.paklap.pk/hp-probook-440-g8-11th-generation-core-i5-gc-laptop-pakistan.html
61,"HP Envy x360 13 AY0050AU - AMD Ryzen 7 4700U 16GB 512GB SSD Radeon RX Vega 10 13.3"" Full HD IPS Convertible Touchscreen Backlit KB B&O Play FP Reader (NightFall Black, Open Box)","Rs. 142,900",Paklap,https://www.paklap.pk/hp-envy-x360-13-ay0050au.html
62,"Dell Inspiron 15 7500 2 in 1 - Comet Lake - 10th Gen Core i7 08GB 01-TB HDD 15.6"" Full HD WVA 1080p Touchscreen Convertible Display Backlit KB FP Reader (Platinum Silver, Open Box)","Rs. 145,000",Paklap,https://www.paklap.pk/dellins157500ci710th.html
63,"Lenovo Flex 5 14 2 in 1 - AMD Ryzen 7 4700U 16GB 512GB SSD 14"" Full HD IPS x360 Touchscreen Convertible Display Backlit KB FP Reader W10 (Graphite Grey)","Rs. 145,000",Paklap,https://www.paklap.pk/lenovo-flex-5-14-amd-ryzen-7-convertible-laptop-pakistan.html
64,"Dell Inspiron 13 7306 2 in 1 - Tiger Lake - 11th Gen Core i5 08GB 512GB SSD + 32GB Optane Intel Iris Xe-Graphics 13.3"" Full HD 1080p Narrow Border Convertible Touchscreen Backlit KB W10 (Platinum Silver)","Rs. 145,000",Paklap,https://www.paklap.pk/dell-inspiron-13-7306-ci5-11th-gen-laptop-pakistan-int.html
65,"HP Elitebook 850 G6 Whiskey Lake - 8th Gen Ci7 QuadCore 08GB 256GB SSD 15.6"" Full HD 1080p LED Backlit KB FP Reader B&O Play (HP Direct Local Warranty)","Rs. 145,000",Paklap,https://www.paklap.pk/hp-elitebook-850-g6-core-i7-8th-gen-512-gb-pakistan.html
66,"Lenovo ThinkPad E14 - Comet Lake - 10th Gen Core i7 QuadCore 08GB 1-TB HDD 2-GB AMD Radeon RX 640 GDDR5 14"" Full HD 1080p Display Backlit KB FP Reader TPM 2.0 Dolby Audio (Black, 3 Years Lenovo Direct Warranty)","Rs. 147,900",Paklap,https://www.paklap.pk/lenovo-thinkpad-e14-core-i7-pakistan.html
67,"HP ENVY x360 - 15 DS0002AU - AMD Ryzen 7 QuadCore 16GB 512GB SSD AMD Radeon RX Vega 10 Graphics 15.6"" Full HD IPS MicroEdge Convertible Touchscreen Display Backlit KB B&O Play FPR Webcam Kill Switch (Nightfall Black Sandblasted Anodized Finish, Open Box)","Rs. 147,900",Paklap,https://www.paklap.pk/hp-envy-15-x360-ds0002au-amd-ryzen-7-laptop-pakistan.html
68,"Dell Inspiron 17 7791 2 in 1 Convertible Laptop - Comet Lake - 10th Gen Core i7 QuadCore 08GB to 32GB 1-TB HDD + Optional SSD 2-GB NVIDIA GeForce MX250 GDDR5 17.3"" Full HD 1080p WVA 60Hz Touchscreen Display Backlit KB FP Reader (Platinum Silver, Open Box)","Rs. 150,000",Paklap,https://www.paklap.pk/dell-inspiron-17-7791-10th-gen-ci7-laptop-price-pakistan.html
69,"Dell Latitude 14 7410 - Comet Lake - 10th Gen Core i7 vPro QuadCore 16GB 256GB SSD 13.3"" 4K Ultra HD 2160p Backlit KB FP Reader ThunderBolt 3 W10 Pro (Platinum Silver, Open Box)","Rs. 150,000",Paklap,https://www.paklap.pk/dell-latitude-14-7410-10th-gen-core-i7-vpro-laptop-pakistan.html
70,"HP Pavilion Gaming 15 EC0039AX - AMD Ryzen 5 3550H QuadCore With RX-Vega 8 08GB to 32GB 1-TB HDD + 128GB SSD To Optional 1-TB SSD 4-GB NVIDIA GeForce GTX1650 GDDR5 15.6"" Full HD 1080p IPS 60Hz Display White Backlit KB B&O Play (Open Box)","Rs. 152,900",Paklap,https://www.paklap.pk/hp-pavilion-gaming-15-ec0039ax.html
71,"HP Elitebook 840 G6 Whiskey Lake - 8th Gen Ci7 QuadCore 08GB 512GB SSD 14"" Full HD 1080p LED Backlit KB FP Reader B&O Play (3 Year HP Direct Local Warranty)","Rs. 152,999",Paklap,https://www.paklap.pk/hp-elitebook-840-g6-core-i7-8th-gen-pakistan.html
72,"Dell Inspiron 14 5406 2 in 1 - Tiger Lake - 11th Gen Core i7 QuadCore 08GB 512GB SSD 14"" Full HD 1080p Convertible Touchscreen Backlit KB FP Reader W10 Home (Titan Grey)","Rs. 159,999",Paklap,https://www.paklap.pk/dell-inspiron-14-5406-ci7-11th-gen-laptop-pakistan.html
73,"HP EliteBook 1050 G1 - 8th Gen Ci7 HexaCore vPro 16GB 1-TB SSD 4-GB NVIDIA GeForce GTX1050 GDDR5 With Max-Q Design 15.6"" Ultra HD 4K IPS 60Hz 2160p Backlit KB B&O Play NFC FP Reader (Open Box)","Rs. 160,000",Paklap,https://www.paklap.pk/hp-elitebook-1050-g1-ci7-pakistan.html
74,"Dell G5 15 5500 Gaming - Comet Lake - 10th Gen Core i5 QuadCore 08GB To 32GB 256GB to 1-TB SSD 6-GB NVIDIA GeForce 1660Ti 15.6"" Full HD 1080p 120Hz Display Backlit KB Nahimic 3D Audio W10 (Interstellar Dark)","Rs. 161,900",Paklap,https://www.paklap.pk/dell-g5-15-5500-gaming-laptop-10th-gen-ci5-gtx-1660ti-pakistan.html
75,Microsoft Surface Laptop 3 - 10th Gen Core i5 / Core i7 (Customize Menu Inside),"Rs. 162,999",Paklap,https://www.paklap.pk/microsoft-surface-laptop-3-price-in-pakistan.html
76,"HP Envy x360 13m Convertible BD0023dx - Tiger Lake - 11th Gen Core i7 QuadCore 08GB 512GB SSD 13.3"" Full HD IPS With HP SureView Privacy Screen B&O Play ThunderBolt-4 Backlit KB FP Reader W10 (Pale Gold)","Rs. 164,900",Paklap,https://www.paklap.pk/hp-envy-13-bd0023dx-11th-generation-ci7-laptop-price-pakistan.html
77,"HP Pavilion Gaming Laptop 15 DK1002TX - Comet Lake - 10th Gen Core i7 HexaCore Processor 16GB 1TB HDD + 256GB SSD 4-GB NVIDIA GeForce GTX1650Ti GDDR6 15.6"" Full HD IPS MIcroEdge 144Hz Display White Backlit KB B&O Play (Open Box)","Rs. 165,000",Paklap,https://www.paklap.pk/hp-pav-gaming-dk1002tx-ob.html
78,"Lenovo Yoga Slim 7i 14 x360 - Tiger Lake - 11th Gen Core i7 QuadCore 12GB 512GB SSD 14"" Full HD 1080p IPS 300nits Convertible Touchscreen Backlit KB FP Reader ThunderBolt 4 W10 (Slate Grey)","Rs. 171,999",Paklap,https://www.paklap.pk/lenovo-yoga-slim-7i-i7.html
79,"HP Elitebook 840 G5 - 8th Gen Ci7 QuadCore 16GB 512 SSD 14"" FHD Antiglare 1080p Backlit KB FP Reader B&O Play W10 Pro (HP Direct Local Warranty)","Rs. 172,500",Paklap,https://www.paklap.pk/hp-elitebook-840-g5-ci7-8th-gen-price-pakistan.html
80,"HP Pavilion Gaming Laptop 16 A0076ms - Comet Lake - 10th Gen Core i7 HexaCore 08GB 512GB SSD + 32GB Optane 4-GB NVIDIA GeForce GTX 1650Ti GDDR6 16.1"" Full HD IPS 1080p 144Hz MicroEdge Display B&O Play Backlit KB W10","Rs. 176,900",Paklap,https://www.paklap.pk/hp-pavilion-gaming-16-a0076ms-ci7-10th-gen-laptop-pakistan.html
81,"HP Envy x360 15 EE0003ca - AMD Ryzen 7 4700U 08GB 1-TB SSD AMD Radeon Graphics 15.6"" Full HD 1080p IPS MicroEdge Convertible Touchscreen Display B&O Play Backlit KB FP Reader W10 (HP Active Pen, Nightfall Black Aluminum)","Rs. 179,900",Paklap,https://www.paklap.pk/hp-envy-15-x360-ee0003ca.html
82,"HP Spectre x360 Convertible 13 Ice Lake AW0156TU - 10th Gen Core i7 16GB 512 GB SSD + 32GB Optane 13.3"" Full HD 1080p IPS MicroEdge x360 Touchscreen LED Backlit KB FP Reader B&O Play W10 NightFall Black, Open Box)","Rs. 180,000",Paklap,https://www.paklap.pk/spectre-aw0156tu.html
